,China,Dist,Distributor,Domestic_gross,Domestic_percentage,Intr_gross,Intr_percentage,Japan,Movie,MpaaRating,ProdBudget,Russia - CIS,United Kingdom,UsDist,UsRelease,WW_gross,dummy2,movie,updatedGenre
286,59750000.0,CL,CL,150000.0,100.0,,0.0,,Forever Young (2015),Unrated,,,,China Lion,2015-07-10,150000.0,,foreveryoung15,Romance
287,,-,Cohen,147000.0,100.0,,0.0,,The New Girlfriend,R,,,147363.0,Cohen Media Group,2015-09-18,147000.0,,newgirlfriend,Drama
288,,Mirada,Gold.,145000.0,100.0,,0.0,,Tangerines,Unrated,,,10419.0,Samuel Goldwyn,2015-04-17,145000.0,,tangerines,Foreign
289,,Le Pacte,IFC,143000.0,100.0,,0.0,,Manglehorn,PG-13,,,,IFC,2015-06-19,143000.0,,manglehorn,Drama
290,,Atlantic,Rialto,138000.0,100.0,,0.0,,Ingrid Bergman: In Her Own Words,Unrated,,,,Rialto,2015-11-13,138000.0,,ingridbergman,Documentary
291,,-,CJ,136000.0,100.0,,0.0,,Twenty (2015),Unrated,,,,CJ Entertainment,2015-04-17,136000.0,,twenty2015,Foreign
292,6195984.0,CL,CL,127000.0,100.0,,0.0,,A Journey Through Time with Anthony,Unrated,,,,China Lion,2015-11-18,127000.0,,ajourneythroughtimewithanthony,Drama
293,,Zelig,SM,126000.0,100.0,,0.0,,Boulevard,R,,,,Starz Media,2015-07-10,126000.0,,boulevard,Drama
294,,-,RAtt.,121000.0,100.0,,0.0,,Z for Zachariah,PG-13,,,,Roadside Attractions,2015-08-28,121000.0,,zforzachariah,Drama
295,,Kaleidoscope,IFC,119000.0,100.0,,0.0,,Do I Sound Gay?,Unrated,,,3207.0,IFC,2015-07-10,119000.0,,doisoundgay,Documentary
296,,-,AZ,116000.0,100.0,,0.0,20716540.0,Love Live! The School Idol Movie,Unrated,,,,Azoland,2015-09-11,116000.0,,loveliveschoolidolmovie,Animation
297,,Distribution,LGP,112000.0,100.0,,0.0,,She's Funny That Way,R,,822108.0,,Lionsgate Premiere,2015-08-21,112000.0,,shesfunnythatway,Comedy
298,,Polyfilm,Drft.,109000.0,100.0,,0.0,,The Look of Silence,R,,,,Drafthouse,2015-07-17,109000.0,,lookofsilence,Documentary
299,,Lark,WGUSA,108000.0,100.0,,0.0,,The Beauty Inside,Unrated,,,,Well Go USA,2015-09-11,108000.0,,thebeautyinside,Drama
300,,CJ Ent.,CJ,105000.0,100.0,,0.0,,The Chronicles of Evil,Unrated,,,,CJ Entertainment,2015-05-15,105000.0,,thechroniclesofevil,Crime Thriller
301,,Gulf,SM,104000.0,100.0,,0.0,,Every Secret Thing,R,,,,Starz Media,2015-05-15,104000.0,,everysecretthing,Drama
302,,-,Alc,101000.0,100.0,,0.0,,Black Souls (Anime Nere),Unrated,,,2985.0,Alchemy,2015-04-10,101000.0,,blacksouls(animenere),Drama
303,,Contemporary Films,Jan.,96600.0,100.0,,0.0,,A Poem Is a Naked Person (2015 re-issue),Unrated,,,183.0,Janus Films,2015-07-01,96600.0,,apoemisanakedperson,Documentary
304,30350000.0,-,UEP,92700.0,100.0,,0.0,,Saving Mr. Wu,Unrated,,,,United Entertainment Partners,2015-10-02,92700.0,,savingmrwu,Action
305,,Rialto,Rialto,91900.0,100.0,,0.0,,The Tales of Hoffmann (2015 re-issue),Unrated,,,,Rialto,2015-03-13,91900.0,,talesofhoffman,Musical
306,,Eureka,IFC,91200.0,100.0,,0.0,,Queen of Earth,Unrated,,,3965.0,IFC,2015-08-26,91200.0,,queenofearth,Drama
307,,Panasia,Eros,88700.0,100.0,,0.0,37473829.0,Hero (2015),Unrated,,,,Eros,2015-09-11,88700.0,,hero2015,Drama
308,,-,RTWC,80700.0,100.0,,0.0,,Heaven Knows What,R,,,1326.0,Radius-TWC,2015-05-29,80700.0,,heavenknowswhat,Drama
309,,Network,Orch.,79800.0,100.0,,0.0,,Nasty Baby,R,,,972.0,The Orchard,2015-10-23,79800.0,,nastybaby,Drama
310,,Filmladen,Osci.,73400.0,100.0,,0.0,,The Wonders,Unrated,,,,Oscilloscope Pictures,2015-10-30,73400.0,,thewonders,Drama
311,1830000.0,-,VE,68400.0,100.0,,0.0,,Predestination,R,,429630.0,,Vertical Entertainment,2015-01-09,68400.0,,predestination,Action
312,,Madman,TFA,67000.0,100.0,,0.0,,People Places Things,R,,,,The Film Arcade,2015-08-14,67000.0,,peopleplacesthings,Comedy
313,,-,BG,65500.0,100.0,,0.0,,Eden,R,,,,Broad Green Pictures,2015-06-19,65500.0,,eden,Foreign
314,,ABC,IFC,64500.0,100.0,,0.0,,The Duke of Burgundy,Unrated,,,66493.0,IFC,2015-01-23,64500.0,,dukeofburgundy,Thriller
315,7400000.0,EDKO,CL,63700.0,100.0,,0.0,,The Office,Unrated,,,,China Lion,2015-09-18,63700.0,,office2015,Musical
316,,Cineart,Strand,60800.0,100.0,,0.0,,Girlhood (2015),Unrated,,,,Strand,2015-01-30,60800.0,,girlhood2015,Foreign
317,,-,CGld,60200.0,100.0,,0.0,,Jauja,Unrated,,,,Cinema Guild,2015-03-20,60200.0,,jauja,Foreign
318,,FR,BG,58700.0,100.0,,0.0,,I Smile Back,R,,,,Broad Green Pictures,2015-10-23,58700.0,,ismileback,Drama
319,,-,CJ,50200.0,100.0,,0.0,,The Advocate: A Missing Body,Unrated,,,,CJ Entertainment,2015-10-23,50200.0,,advocateamissingbody,Crime
320,,Cineart,TA,49700.0,100.0,,0.0,,Difret,Unrated,,,,Truth Aid,2015-10-23,49700.0,,difret,Drama
321,,Peccadillo,Grav.,46900.0,100.0,,0.0,,Appropriate Behavior,Unrated,,,76787.0,Gravitas Ventures,2015-01-16,46900.0,,appropriatebehavior,Comedy
322,,Alfa,RAtt.,45900.0,100.0,,0.0,,Beyond the Reach,R,,167404.0,,Roadside Attractions,2015-04-17,45900.0,,beyondthereach,Drama
323,,Constantin,IFC,44900.0,100.0,,0.0,,The Salvation,R,,53031.0,57240.0,IFC,2015-02-27,44900.0,,salvation,Western
324,,E1,MR,42900.0,100.0,,0.0,,Charlie's Country,Unrated,,,,Monument Releasing,2015-06-05,42900.0,,charliescountry,Foreign
325,,Cineart,KL,42200.0,100.0,,0.0,,Pearl Button,Unrated,,,19203.0,Kino Lorber,2015-10-23,42200.0,,pearlbutton,Documentary
326,,Paris,BBC,41300.0,100.0,,0.0,,Queen and Country,Unrated,,,,BBC Worldwide North America,2015-02-18,41300.0,,queenandcountry,Drama
327,,-,Gold.,38300.0,100.0,,0.0,,Lila & Eve,R,,,,Samuel Goldwyn,2015-07-17,38300.0,,lilaandeve,Drama
328,,Golden Scene,RTWC,37200.0,100.0,,0.0,,Before We Go,PG-13,,,,Radius-TWC,2015-09-04,37200.0,,beforewego,Comedy
329,,-,Distrib.,37100.0,100.0,,0.0,,The Mafia Only Kills in Summer,Unrated,,,1047.0,Distrib Films,2015-03-06,37100.0,,mafiakills,Foreign
330,,Alfa,LGP,36300.0,100.0,,0.0,,Knock Knock,R,,482921.0,735021.0,Lionsgate Premiere,2015-10-09,36300.0,,knockknock,Horror
331,,Zeta,KL,36200.0,100.0,,0.0,,Kindergarten Teacher,NC-17,,,,Kino Lorber,2015-07-31,36200.0,,kindergartenteacher,Drama
332,,Metrodome,FRun,36000.0,100.0,,0.0,,Welcome to Leith,Unrated,,,370.0,First Run,2015-09-09,36000.0,,welcometoleith,Documentary
333,23670000.0,-,WGUSA,34900.0,100.0,,0.0,,Wild City,Unrated,,,,Well Go USA,2015-07-31,34900.0,,wildcity,Action
334,,-,TFA,32300.0,100.0,,0.0,,Song One,PG-13,,,,The Film Arcade,2015-01-23,32300.0,,songone,Drama
335,,Arrow,CFilms,31500.0,100.0,,0.0,,"Out 1, noli me tangere",Unrated,,,6204.0,Carlotta Films,2015-11-06,31500.0,,out1nolimetangere,Drama
336,,Dogwoof,Part.,30400.0,100.0,,0.0,,"3 1/2 Minutes, 10 Bullets",R,,,8856.0,Participant Media,2015-06-19,30400.0,,3minutes10bullets,Documentary
337,,Polyfilm,Cohen,29500.0,100.0,,0.0,,Paulette,R,,37614.0,,Cohen Media Group,2015-08-14,29500.0,,paulette,Comedy
338,,Filmladen,Strand,28100.0,100.0,,0.0,,The Cut,Unrated,,135711.0,,Strand,2015-09-18,28100.0,,thecut,Drama
339,,Ster Kinekor,Drft.,27200.0,100.0,,0.0,,The Keeping Room,R,,,38793.0,Drafthouse,2015-09-25,27200.0,,keepingroom,Drama
340,,Constantin,EC,24600.0,100.0,,0.0,,Big Game,PG-13,,317818.0,1376191.0,EuropaCorp,2015-06-26,24600.0,,biggame,Action
341,,Elysee,Distrib.,23100.0,100.0,,0.0,,"Hippocrates, Diary of a French Doctor",Unrated,,,,Distrib Films,2015-06-19,23100.0,,hippocratesdiaryofafrenchdoctor,Drama
342,,Deltamac,CJ,22500.0,100.0,,0.0,,Salut D'Amour,Unrated,,,,CJ Entertainment,2015-04-10,22500.0,,salutdamour,Foreign
343,,Umbrella,Magn.,21100.0,100.0,,0.0,,Noma - My Perfect Storm,Unrated,,,,Magnolia,2015-12-18,21100.0,,nomamyperfectstorm,Documentary
344,,E1,Magn.,18200.0,100.0,,0.0,,The Little Death,Unrated,,,,Magnolia,2015-06-26,18200.0,,littledeath,Comedy
345,,EDKO,CJ,18000.0,100.0,,0.0,,Gangnam 1970,Unrated,,,,CJ Entertainment,2015-02-06,18000.0,,gangnam1970,Action
346,,Filmladen,IFC,17700.0,100.0,,0.0,,Mediterranea,Unrated,,,,IFC,2015-11-20,17700.0,,mediterranea,Drama
347,,GP,Alc,17500.0,100.0,,0.0,,Strangerland,R,,22881.0,3363.0,Alchemy,2015-07-10,17500.0,,strangerland,Drama
348,,Cineart,FRun,16800.0,100.0,,0.0,,Eastern Boys,Unrated,,,,First Run,2015-02-27,16800.0,,easternboys,Foreign
349,,Italian,LGP,16800.0,100.0,,0.0,,Extraction,R,,12722.0,,Lionsgate Premiere,2015-12-18,16800.0,,extraction,Thriller
350,,Wild Bunch,Wein.,16700.0,100.0,,0.0,,Eva,PG-13,,10218.0,,Weinstein Company,2015-03-13,16700.0,,eva,Foreign
351,,EDKO,Drft.,16600.0,100.0,,0.0,6440852.0,The World of Kanako,Unrated,,,,Drafthouse,2015-12-04,16600.0,,worldofkanako,Thriller
352,,Einhorn,Free,14900.0,100.0,,0.0,,Zombeavers,R,,,,Freestyle Releasing,2015-03-20,14900.0,,zombeavers,Comedy
353,,-,IFC,13900.0,100.0,,0.0,,The Hallow,Unrated,,140422.0,144981.0,IFC,2015-11-06,13900.0,,thehallow,Horror
354,,Stadtkino,FM,13700.0,100.0,,0.0,,Amour Fou,Unrated,,,,Film Movement,2015-03-18,13700.0,,amourfou,Foreign
355,,Bio Paradis,KL,12300.0,100.0,,0.0,,Arabian Nights: Volume 1 - The Restless One,Unrated,,,6201.0,Kino Lorber,2015-12-04,12300.0,,arabiannightsvol1,Drama
356,,Filmladen,FM,11700.0,100.0,,0.0,,Marie's Story,Unrated,,,,Film Movement,2015-05-01,11700.0,,mariesstory,Foreign
357,,Polyfilm,KL,11000.0,100.0,,0.0,,1001 Grams,Unrated,,,,Kino Lorber,2015-05-08,11000.0,,1001grams,Drama
358,,CJ Ent.,CJ,10700.0,100.0,,0.0,,Empire of Lust,Unrated,,,,CJ Entertainment,2015-03-06,10700.0,,empireoflust,Foreign
359,,Einhorn,FOR,10200.0,100.0,,0.0,,The Forecaster,Unrated,,,,Autlook Films,2015-03-27,10200.0,,theforecaster,Documentary
360,,-,Trib.,9500.0,100.0,,0.0,,Still Life (2015),Unrated,,,,Tribeca Film,2015-01-16,9500.0,,stilllife2015,Comedy
361,,Seven,FM,9000.0,100.0,,0.0,,The Lesson,Unrated,,,4908.0,Film Movement,2015-03-04,9000.0,,lesson,Foreign
362,,Incognito,MR,9000.0,100.0,,0.0,,An Eye for Beauty,Unrated,,,,Monument Releasing,2015-08-28,9000.0,,aneyeforbeauty,Drama
363,,PlayArte,Free,8200.0,100.0,,0.0,,The Girl in the Book,Unrated,,,,Freestyle Releasing,2015-12-11,8200.0,,girlinthebook,Drama
364,,WB,IFC,8000.0,100.0,,0.0,,Every Thing Will be Fine,Unrated,,,,IFC,2015-12-04,8000.0,,everythingwillbefine,Drama
365,,Kino pavasaris,KL,8000.0,100.0,,0.0,,Steak (R)evolution,Unrated,,,,Kino Lorber,2015-07-17,8000.0,,steakrevolution,Documentary
366,,Constantin,Distrib.,7400.0,100.0,,0.0,,On the Way to School,Unrated,,,,Distrib Films,2015-02-06,7400.0,,onthewaytoschool,Documentary
367,,A-Film,IFC,6900.0,100.0,,0.0,,Hungry Hearts,Unrated,,,,IFC,2015-06-05,6900.0,,hungryhearts,Drama
368,,Karma,FR,6800.0,100.0,,0.0,,Steve McQueen: The Man & Le Mans,Unrated,,,30203.0,FilmRise,2015-11-13,6800.0,,stevemcqueenmanlemans,Documentary
369,,New Wave,KL,6400.0,100.0,,0.0,,Arabian Nights: Volume 2 - The Desolate One,Unrated,,,3358.0,Kino Lorber,2015-12-11,6400.0,,arabiannightsvolume2,Drama
370,,Studio Canal,Distrib.,5600.0,100.0,,0.0,,Chic!,Unrated,,,,Distrib Films,2015-05-01,5600.0,,chic,Comedy
371,,Palace,Trib.,5300.0,100.0,,0.0,,Far from Men,Unrated,,,,Tribeca Film,2015-05-01,5300.0,,farfrommen,Foreign
372,,Mares,IFC,4700.0,100.0,,0.0,,Jenny's Wedding,PG-13,,,,IFC,2015-07-31,4700.0,,jennyswedding,Comedy
373,,E1,TAFC,4600.0,100.0,,0.0,,Against the Sun,PG,,,52.0,The American Film Company,2015-01-23,4600.0,,againstthesun,Adventure
374,,-,TFA,4600.0,100.0,,0.0,,Ashby,R,,107764.0,,The Film Arcade,2015-09-25,4600.0,,ashby,Comedy
375,,New Wave,KL,4500.0,100.0,,0.0,,Arabian Nights: Volume 3 - The Enchanted One,Unrated,,,2093.0,Kino Lorber,2015-12-18,4500.0,,arabiannightsvol3,Foreign
376,,ACME,Strand,4500.0,100.0,,0.0,,The Summer of Sangaile,Unrated,,,,Strand,2015-11-20,4500.0,,thesummerofsangaile,Drama
377,,Madman,Gold.,3500.0,100.0,,0.0,,That Sugar Film,Unrated,,26702.0,,Samuel Goldwyn,2015-07-31,3500.0,,thatsugarfilm,Documentary
378,,-,Strand,3200.0,100.0,,0.0,,Xenia,Unrated,,,,Strand,2015-10-09,3200.0,,xenia,Drama
379,,-,Magn.,2200.0,100.0,,0.0,,The Lady in the Car with Glasses and a Gun,Unrated,,33720.0,,Magnolia,2015-12-18,2200.0,,ladyinthecarwithglassesandagun,Thriller
380,,-,Magn.,1200.0,100.0,,0.0,,Skin Trade,R,,,,Magnolia,2015-05-08,1200.0,,skintrade,Action
381,,CDI,Magn.,800.0,100.0,,0.0,,REC 4: Apocalypse,R,,158058.0,,Magnolia,2015-01-02,800.0,,rec4,Horror
382,,Cineart,BWP,700.0,100.0,,0.0,,It's All So Quiet (Boven is het stil),Unrated,,,,Big World Pictures,2015-01-09,700.0,,itsallsoquiet,Foreign
383,,Elysee,KL,700.0,100.0,,0.0,,Tough Being Loved By Jerks,Unrated,,,,Kino Lorber,2015-03-13,700.0,,toughbeinglovedbyjerks,Foreign
0,190429000.0,Disney,BV,406600000.0,35.3,744400000.0,64.7,24366759.0,Captain America: Civil War,PG-13,250000000.0,16556332.0,53776688.0,Buena Vista,2016-05-06,1151000000.0,,marvel2016,Adventure
1,235591000.0,Disney,BV,341100000.0,33.4,680600000.0,66.6,70127286.0,Zootopia,PG,,32218703.0,33903452.0,Buena Vista,2016-03-04,1021700000.0,,disney2016,Animation
2,150140000.0,Disney,BV,360900000.0,38.5,575900000.0,61.5,,The Jungle Book (2016),PG,175000000.0,20348426.0,66133514.0,"April 15, 2016",,936800000.0,,junglebook2015,
3,95769365.0,WB,WB,330400000.0,37.9,542300000.0,62.1,16531874.0,Batman v Superman: Dawn of Justice,PG-13,250000000.0,12683409.0,53128158.0,Warner Bros.,2016-03-25,872700000.0,,superman2015,Adventure
4,,Fox,Fox,363100000.0,46.4,419000000.0,53.6,18916494.0,Deadpool,R,58000000.0,26002884.0,53538139.0,Fox,2016-02-12,782000000.0,,deadpool2016,Action
5,38052302.0,Disney,BV,445700000.0,61.7,276200000.0,38.3,,Finding Dory,PG,,9080217.0,,Buena Vista,2016-06-17,721900000.0,,pixar2015,Animation
6,526848189.0,Sony,Sony,3200000.0,0.6,550600000.0,99.4,,The Mermaid (Mei ren yu),R,,,173553.0,Sony / Columbia,2016-02-19,553800000.0,,mermaid2016,Drama
7,120765095.0,Fox,Fox,155000000.0,29.0,378900000.0,71.0,,X-Men: Apocalypse,PG-13,178000000.0,11154528.0,24287465.0,Fox,2016-05-27,533900000.0,,x-men2016,Adventure
8,154304371.0,Fox,Fox,143500000.0,27.7,375500000.0,72.3,,Kung Fu Panda 3,PG,,13905351.0,20321914.0,"January 29, 2016",,519000000.0,,kungfupanda3,
9,220841090.0,UPI,Uni.,47000000.0,10.9,385200000.0,89.1,500000.0,Warcraft,PG-13,160000000.0,22451000.0,8882000.0,Universal,2016-06-10,432200000.0,,warcraft,Fantasy
10,381860000.0,-,FR,32800.0,0.0,385300000.0,100.0,,Monster Hunt,Unrated,,53549.0,,FilmRise,2016-01-22,385300000.0,,monsterhunt,Action
11,75872971.0,Sony,Sony,106400000.0,31.1,235500000.0,68.9,,The Angry Birds Movie,PG,73000000.0,11951761.0,14514655.0,Sony / Columbia,2016-05-20,341800000.0,,angrybirds,Animation
12,,WB,WB (NL),101100000.0,33.6,200000000.0,66.4,,The Conjuring 2,R,40000000.0,4350257.0,13361246.0,"June 10, 2016",,301100000.0,,conjuring2,
13,58780778.0,Disney,BV,76300000.0,27.6,200400000.0,72.4,12160944.0,Alice Through the Looking Glass,PG,170000000.0,9945068.0,13888123.0,Buena Vista,2016-05-27,276700000.0,,alice2,Adventure
14,96509607.0,E1,LG/S,63500000.0,23.8,203700000.0,76.2,,Now You See Me 2,PG-13,,16103345.0,3912308.0,Lionsgate/Summit,2016-06-10,267200000.0,,nowyouseeme2,Thriller
15,,UPI,Uni.,203400000.0,80.0,50900000.0,20.0,,The Secret Life of Pets,PG,75000000.0,,30214014.0,Universal,2016-07-08,254300000.0,,illumination2015,Animation
16,57977937.0,PPI,Par.,80800000.0,35.0,150300000.0,65.0,,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,135000000.0,9498298.0,8691253.0,Paramount,2016-06-03,231100000.0,,tmnt2016,Adventure
17,52302200.0,-,Focus,62500000.0,31.9,133200000.0,68.1,,London Has Fallen,R,60000000.0,2323333.0,15939904.0,Focus Features,2016-03-04,195700000.0,,londonhasfallen,Action
18,,Roadshow,WB,103400000.0,53.3,90600000.0,46.7,,The Legend of Tarzan,PG-13,180000000.0,7813612.0,4626064.0,"July 1, 2016",,194000000.0,,tarzan2016,
19,185402420.0,CL,CL,710000.0,0.4,193000000.0,99.6,,The Monkey King 2 in 3D,Unrated,,,18129.0,China Lion,2016-02-05,193700000.0,,monkeyking2,Adventure
20,,UPI,WB (NL),117600000.0,65.1,63100000.0,34.9,,Central Intelligence,PG-13,50000000.0,1298000.0,7626000.0,Warner Bros. (New Line),2016-06-17,180600000.0,,centralintelligence,Comedy
21,1876115.0,Alfa,LG/S,66200000.0,36.9,113100000.0,63.1,,The Divergent Series: Allegiant,PG-13,,6433174.0,6209290.0,Lionsgate/Summit,2016-03-18,179200000.0,,allegiant,Adventure
22,,WB,WB (NL),55300000.0,32.2,116600000.0,67.8,,Me Before You,PG-13,20000000.0,2921778.0,12030747.0,Warner Bros. (New Line),2016-06-03,171900000.0,,mebeforeyou,Romance
23,16280125.0,UIP,Uni.,48000000.0,29.2,116600000.0,70.8,4345439.0,The Huntsman: Winter's War,PG-13,115000000.0,3771779.0,7665716.0,Universal,2016-04-22,164600000.0,,huntsman,Adventure
24,124101198.0,-,WGUSA,2700000.0,1.7,154200000.0,98.3,,Ip Man 3,PG-13,,,115363.0,Well Go USA,2016-01-22,156800000.0,,ipman3,Action
25,35598525.0,Alfa,LG/S,31200000.0,21.4,114100000.0,78.6,,Gods of Egypt,PG-13,140000000.0,11358404.0,1287252.0,Lionsgate/Summit,2016-02-26,145200000.0,,godsofegypt,Adventure
26,125112232.0,CL,CL,474000.0,0.4,125400000.0,99.6,,Detective Chinatown (Tang ren jie tan an),Unrated,,,8425.0,China Lion,2016-01-15,125800000.0,,detectivechinatown,Foreign
27,,UPI,Uni.,90900000.0,73.1,33400000.0,26.9,,Ride Along 2,PG-13,40000000.0,646910.0,7998710.0,Universal,2016-01-15,124200000.0,,ridealong2,Comedy
28,,WB,WB,46800000.0,41.8,65300000.0,58.2,,How to Be Single,R,38000000.0,2321499.0,8351583.0,Warner Bros.,2016-02-12,112100000.0,,howtobesingle,Comedy
29,,Sony,Sony,34900000.0,31.8,75000000.0,68.2,,The 5th Wave,PG-13,38000000.0,3593787.0,709949.0,Sony / Columbia,2016-01-22,109900000.0,,5thwave,Action
30,,UIP,Par.,72100000.0,66.6,36200000.0,33.4,,10 Cloverfield Lane,PG-13,,1310014.0,7107143.0,Paramount,2016-03-11,108300000.0,,badrobot2016,Thriller
31,,UPI,Uni.,55300000.0,52.0,51000000.0,48.0,,Neighbors 2: Sorority Rising,R,,670211.0,9249000.0,Universal,2016-05-20,106300000.0,,universalcomedy2016,Comedy
32,24037389.0,Alfa,EOne,1300000.0,1.4,96200000.0,98.6,4785971.0,The Little Prince,PG,,2953442.0,,Entertainment One,2016-02-12,97600000.0,,thelittleprince,Animation
33,,-,LGF,35600000.0,37.8,58500000.0,62.2,,Dirty Grandpa,R,,4398628.0,7473100.0,Lionsgate,2016-01-22,94100000.0,,dirtygrandpa,Comedy
34,,Sony,TriS,41000000.0,45.7,48600000.0,54.3,2954458.0,Money Monster,R,27000000.0,1250114.0,3883844.0,TriStar,2016-05-13,89500000.0,,moneymonster,Drama
35,,UIP,Uni.,59700000.0,67.1,29200000.0,32.9,,My Big Fat Greek Wedding 2,PG-13,,,5492163.0,Universal,2016-03-25,88900000.0,,mybigfatgreekwedding2,Comedy
36,,UPI,Uni.,63100000.0,80.2,15600000.0,19.8,,The Boss,R,29000000.0,,2435799.0,Universal,2016-04-08,78600000.0,,michelledarnell,Comedy
37,,UPI,Uni.,71100000.0,90.9,7100000.0,9.1,,The Purge: Election Year,R,10000000.0,,,Universal,2016-07-01,78200000.0,,purge3,Thriller
38,,UIP,TriS,61700000.0,83.9,11900000.0,16.1,168736.0,Miracles from Heaven,PG,13000000.0,,67579.0,TriStar,2016-03-16,73600000.0,,miraclesfromheaven,Drama
39,,UIP,Par.,52900000.0,76.1,16600000.000000002,23.9,,13 Hours: The Secret Soldiers of Benghazi,R,50000000.0,295988.0,339443.0,Paramount,2016-01-15,69400000.0,,13hoursthesecretsoldiersofbenghazi,Drama
40,,Sony,Sony,46000000.0,70.7,19100000.0,29.3,,Ghostbusters (2016),PG-13,144000000.0,,,"July 15, 2016",,65099999.99999999,,ghostbusters2016,
41,,Disney,BV,47400000.0,73.5,17100000.0,26.5,,The BFG,PG,140000000.0,5444369.0,,Buena Vista,2016-07-01,64500000.0,,bfg,Adventure
42,2545897.0,Dreamwest,STX,35800000.0,55.8,28400000.0,44.2,,The Boy (2016),PG-13,10000000.0,1031891.0,3405286.0,STX Entertainment,2016-01-22,64200000.0,,boy2016,Horror
43,,UIP,Uni.,30100000.0,47.6,33100000.0,52.4,,"Hail, Caesar!",PG-13,22000000.0,1036386.0,6515787.0,Universal,2016-02-05,63200000.0,,hailcaesar,Comedy
44,,Sony,Sony,51400000.0,86.8,7800000.0,13.2,,The Shallows,PG-13,17000000.0,2558106.0,,Sony / Columbia,2016-06-24,59200000.0,,theshallows,Horror
45,,UIP,Par.,28800000.0,51.5,27100000.0,48.5,,Zoolander 2,PG-13,,602241.0,5777833.0,Paramount,2016-02-12,56000000.0,,zoolander2,Comedy
46,,SF Film,WB (NL),54000000.0,98.2,1000000.0,1.8,,Barbershop: The Next Cut,PG-13,,,135486.0,Warner Bros. (New Line),2016-04-15,55000000.0,,barbershop3,Comedy
47,,Mindblowing,Yash,5200000.0,9.9,48000000.0,90.1,,Sultan,Unrated,,,1358423.0,Yash Raj,2016-07-06,53300000.0,,sultan,Drama
48,,Disney,BV,27600000.0,52.9,24500000.0,47.1,2221112.0,The Finest Hours,PG-13,,3195800.0,356716.0,Buena Vista,2016-01-29,52100000.0,,finesthours,Thriller
49,970358.0,Fox,Fox,15800000.0,34.2,30400000.0,65.8,,Eddie the Eagle,PG-13,23000000.0,458784.0,12803022.0,Fox,2016-02-26,46200000.0,,eddietheeagle,Drama
50,,Sony,Sony,36900000.0,80.1,9200000.0,19.9,175985.0,Risen,PG-13,20000000.0,,101241.0,Sony / Columbia,2016-02-19,46100000.0,,risen,Adventure
51,,UIP,A24,25100000.0,62.2,15300000.0,37.8,,The Witch,R,,,1278874.0,A24,2016-02-19,40400000.0,,thewitch,Horror
52,,Fox,Fox,31500000.0,81.7,7000000.0,18.3,,Mike and Dave Need Wedding Dates,R,33000000.0,1323116.0,,Fox,2016-07-08,38500000.0,,mikeanddave,Comedy
53,,-,Focus,26600000.0,70.7,11000000.0,29.3,,The Forest,PG-13,10000000.0,459548.0,1360774.0,Focus Features,2016-01-08,37600000.0,,forest,Horror
54,,Diamond,WB,36100000.0,100.0,,0.0,,The Nice Guys,R,,2484558.0,4913256.0,Warner Bros.,2016-05-20,36100000.0,,niceguys,Comedy
55,,Studio Canal,ORF,32500000.0,100.0,,0.0,,Mother's Day,PG-13,25000000.0,1162802.0,1289246.0,Open Road Films,2016-04-29,32500000.0,,mothersday,Comedy
56,,Roadshow,Sony,6900000.0,27.3,18300000.0,72.7,,The Brothers Grimsby,R,,2306082.0,7564877.0,Sony / Columbia,2016-03-11,25200000.0,,grimsby,Comedy
57,,PPI,Par.,23100000.0,100.0,,0.0,,Whiskey Tango Foxtrot,R,35000000.0,,175508.0,Paramount,2016-03-04,23100000.0,,untitledtinafeycomedy,Comedy
58,5374145.0,-,Rela.,,0.0,22400000.0,100.0,,Solace,R,,490446.0,681518.0,Thriller,,22400000.0,,solace,R
59,,-,ORF,11700000.0,55.2,9500000.0,44.8,,Fifty Shades of Black,R,,610293.0,118854.0,Open Road Films,2016-01-29,21200000.0,,fiftyshadesofblack,Comedy
60,,-,PFR,20800000.0,100.0,,0.0,,God's Not Dead 2,PG,,,39109.0,Pure Flix,2016-04-01,20800000.0,,godsnotdead2,Drama
61,,Samfilm,WB (NL),20600000.0,100.0,,0.0,,Keanu,R,15000000.0,,,Warner Bros. (New Line),2016-04-29,20600000.0,,keanu,Comedy
62,,Fox,Fox,201000.0,1.0,20200000.0,99.0,,El Clan,R,,12739.0,,Fox,2016-03-18,20400000.0,,elclan,Crime Thriller
63,,Diamond,Focus,19100000.0,100.0,,0.0,,Race (2016),PG-13,,13385.0,58077.0,Focus Features,2016-02-19,19100000.0,,race2016,Drama
64,,Alfa,LGF,18700000.0,100.0,,0.0,,The Choice,PG-13,,91689.0,198772.0,Lionsgate,2016-02-05,18700000.0,,thechoice,Romance
65,,Alfa,BST,18700000.0,100.0,,0.0,,Eye in the Sky,R,,,6534831.0,Bleecker Street,2016-03-11,18700000.0,,eyeinthesky,Drama
66,,Fox,FoxS,,0.0,17900000.0,100.0,,Absolutely Fabulous: The Movie,R,,,14138583.0,Comedy,,17900000.0,,absolutelyfabulousthemovie,R
67,,Constantin,W/Dim.,55000.0,0.3,17600000.0,99.7,,Regression,R,,237033.0,329167.0,Weinstein / Dimension,2016-02-05,17700000.0,,regression,Thriller
